category,description,estimatedTime,imageName,ingredients,procedure,subcategory,title,times,isFavorite
regional,"A bed of salad greens is topped with slices of broiled steak, corn, beans, baked cream cheese and a drizzle of Thai-inspired sweet chili sauce.",41.0,Thai Chili Steak Salad.jpg,"6 oz. (3/4 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, 1 beef sirloin steak (1 lb.), 1/2 inch thick, 1 pkg. (6 oz.) torn mixed salad greens, 2 cups fresh green beans, blanched, 3/4 cup baby corn, 1 small red onion, slivered, 1/4 cup sweet chili sauce, 2 Tbsp. HEINZ Distilled White Vinegar, 2 Tbsp. oil, 2 Tbsp. chopped fresh mint, 2 Tbsp. chopped fresh cilantro, 1 tsp. lime zest, 1/4 cup PLANTERS Dry Roasted Unsalted Peanuts","6 oz. (3/4 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, 1 beef sirloin steak (1 lb.), 1/2 inch thick, 1 pkg. (6 oz.) torn mixed salad greens, 2 cups fresh green beans, blanched, 3/4 cup baby corn, 1 small red onion, slivered, 1/4 cup sweet chili sauce, 2 Tbsp. HEINZ Distilled White Vinegar, 2 Tbsp. oil, 2 Tbsp. chopped fresh mint, 2 Tbsp. chopped fresh cilantro, 1 tsp. lime zest, 1/4 cup PLANTERS Dry Roasted Unsalted Peanuts",Asian Recipes,Thai Chili Steak Salad,"6 oz. (3/4 of 8-oz. pkg.) PHILADELPHIA Cream Cheese, 1 beef sirloin steak (1 lb.), 1/2 inch thick, 1 pkg. (6 oz.) torn mixed salad greens, 2 cups fresh green beans, blanched, 3/4 cup baby corn, 1 small red onion, slivered, 1/4 cup sweet chili sauce, 2 Tbsp. HEINZ Distilled White Vinegar, 2 Tbsp. oil, 2 Tbsp. chopped fresh mint, 2 Tbsp. chopped fresh cilantro, 1 tsp. lime zest, 1/4 cup PLANTERS Dry Roasted Unsalted Peanuts",False
regional,"Make tonight one to remember with our Asparagus-Beef Ramen Bowl. This colorful asparagus-beef bowl is a great mix of sirloin steak, veggies and noodles.",25.0,Asparagus-Beef Ramen Bowl.jpg,"1/4 lb. thin whole wheat spaghetti, uncooked, 1/2 lb. fresh asparagus spears, cut diagonally into 1-inch lengths, 1/2 red pepper, cut into thin strips, 1 carrot, sliced, 1 lb. boneless beef sirloin steak, cut into thin strips, 2 cloves garlic, minced, 1/4 cup KRAFT Asian Toasted Sesame Dressing, divided, 2 Tbsp. HEINZ Ketchup Blended with Sriracha Flavor, 1 Tbsp. lite soy sauce","1/4 lb. thin whole wheat spaghetti, uncooked, 1/2 lb. fresh asparagus spears, cut diagonally into 1-inch lengths, 1/2 red pepper, cut into thin strips, 1 carrot, sliced, 1 lb. boneless beef sirloin steak, cut into thin strips, 2 cloves garlic, minced, 1/4 cup KRAFT Asian Toasted Sesame Dressing, divided, 2 Tbsp. HEINZ Ketchup Blended with Sriracha Flavor, 1 Tbsp. lite soy sauce",Asian Recipes,Asparagus-Beef Ramen Bowl,"1/4 lb. thin whole wheat spaghetti, uncooked, 1/2 lb. fresh asparagus spears, cut diagonally into 1-inch lengths, 1/2 red pepper, cut into thin strips, 1 carrot, sliced, 1 lb. boneless beef sirloin steak, cut into thin strips, 2 cloves garlic, minced, 1/4 cup KRAFT Asian Toasted Sesame Dressing, divided, 2 Tbsp. HEINZ Ketchup Blended with Sriracha Flavor, 1 Tbsp. lite soy sauce",True
regional,Give your grilled teriyaki chicken more taste with ramen. Grilled Teriyaki Chicken with Ramen Noodles is chock full of delicious Asian-style flavor.,90.0,Grilled Teriyaki Chicken with Ramen Noodles.jpg,"1/2 cup KRAFT Asian Toasted Sesame Dressing, 1/4 cup lite soy sauce, 2 Tbsp. brown sugar, 2 Tbsp. minced gingerroot, 4 cloves garlic, minced, 4 small boneless skinless chicken breasts (1 lb.), 2 pkg. (3 oz. each) ramen noodle soup mix, any flavor, 1 pkg. (16 oz.) refrigerated pre-cut mixed stir-fry vegetables (broccoli, carrots, green and red peppers, onions, snow peas), 2-1/2 cups fat-free reduced-sodium chicken broth, 1/4 cup PLANTERS Dry Roasted Peanuts","1/2 cup KRAFT Asian Toasted Sesame Dressing, 1/4 cup lite soy sauce, 2 Tbsp. brown sugar, 2 Tbsp. minced gingerroot, 4 cloves garlic, minced, 4 small boneless skinless chicken breasts (1 lb.), 2 pkg. (3 oz. each) ramen noodle soup mix, any flavor, 1 pkg. (16 oz.) refrigerated pre-cut mixed stir-fry vegetables (broccoli, carrots, green and red peppers, onions, snow peas), 2-1/2 cups fat-free reduced-sodium chicken broth, 1/4 cup PLANTERS Dry Roasted Peanuts",Asian Recipes,Grilled Teriyaki Chicken with Ramen Noodles,"1/2 cup KRAFT Asian Toasted Sesame Dressing, 1/4 cup lite soy sauce, 2 Tbsp. brown sugar, 2 Tbsp. minced gingerroot, 4 cloves garlic, minced, 4 small boneless skinless chicken breasts (1 lb.), 2 pkg. (3 oz. each) ramen noodle soup mix, any flavor, 1 pkg. (16 oz.) refrigerated pre-cut mixed stir-fry vegetables (broccoli, carrots, green and red peppers, onions, snow peas), 2-1/2 cups fat-free reduced-sodium chicken broth, 1/4 cup PLANTERS Dry Roasted Peanuts",False
regional,Prepare this delicious Indian Chicken Tikka Masala entrée for your next dinner party. Learn how to make this zesty dish today!,30.0,Indian Chicken Tikka Masala.jpg,"1-1/2 lb. boneless skinless chicken breasts, cut into bite-size pieces, 2 Tbsp. fresh lemon juice, divided, 1 tsp. each garam masala, ground coriander, ground cumin and ground red pepper (cayenne), divided, 1 cup canned crushed tomatoes, 1/3 cup MIRACLE WHIP Dressing, 1/4 cup water, 1 Tbsp. oil, 1/2 cup chopped onions, 2 cloves garlic, minced, 1 tsp. minced gingerroot, 1/2 tsp. cumin seed, 2 Tbsp. chopped fresh cilantro","1-1/2 lb. boneless skinless chicken breasts, cut into bite-size pieces, 2 Tbsp. fresh lemon juice, divided, 1 tsp. each garam masala, ground coriander, ground cumin and ground red pepper (cayenne), divided, 1 cup canned crushed tomatoes, 1/3 cup MIRACLE WHIP Dressing, 1/4 cup water, 1 Tbsp. oil, 1/2 cup chopped onions, 2 cloves garlic, minced, 1 tsp. minced gingerroot, 1/2 tsp. cumin seed, 2 Tbsp. chopped fresh cilantro",Asian Recipes,Indian Chicken Tikka Masala,"1-1/2 lb. boneless skinless chicken breasts, cut into bite-size pieces, 2 Tbsp. fresh lemon juice, divided, 1 tsp. each garam masala, ground coriander, ground cumin and ground red pepper (cayenne), divided, 1 cup canned crushed tomatoes, 1/3 cup MIRACLE WHIP Dressing, 1/4 cup water, 1 Tbsp. oil, 1/2 cup chopped onions, 2 cloves garlic, minced, 1 tsp. minced gingerroot, 1/2 tsp. cumin seed, 2 Tbsp. chopped fresh cilantro",True
regional,Whip up a batch of Veggie Stir-Fry with Peppery Chicken for dinner tonight. We doubled the pepper power in our Veggie Stir-Fry with Peppery Chicken: We put black pepper on the chicken and yellow peppers in the pan. Talk about a delish duo!,30.0,Veggie Stir-Fry with Peppery Chicken.jpg,"2 Tbsp. olive oil, 4 small boneless skinless chicken breast s (1 lb.), 1/4 tsp. black pepper, 1/4 cup KRAFT Lite Balsamic Vinaigrette Dressing, 3 cloves garlic, minced, 1 small zucchini, cut lengthwise in half, then sliced crosswise, 1 cup sliced fresh mushrooms, 1/2 cup chopped yellow pepper s, 1 Japanese eggplant, chopped, 1 cup small broccoli florets, 8 cherry tomatoes, cut in half","2 Tbsp. olive oil, 4 small boneless skinless chicken breast s (1 lb.), 1/4 tsp. black pepper, 1/4 cup KRAFT Lite Balsamic Vinaigrette Dressing, 3 cloves garlic, minced, 1 small zucchini, cut lengthwise in half, then sliced crosswise, 1 cup sliced fresh mushrooms, 1/2 cup chopped yellow pepper s, 1 Japanese eggplant, chopped, 1 cup small broccoli florets, 8 cherry tomatoes, cut in half",Asian Recipes,Veggie Stir-Fry with Peppery Chicken,"2 Tbsp. olive oil, 4 small boneless skinless chicken breast s (1 lb.), 1/4 tsp. black pepper, 1/4 cup KRAFT Lite Balsamic Vinaigrette Dressing, 3 cloves garlic, minced, 1 small zucchini, cut lengthwise in half, then sliced crosswise, 1 cup sliced fresh mushrooms, 1/2 cup chopped yellow pepper s, 1 Japanese eggplant, chopped, 1 cup small broccoli florets, 8 cherry tomatoes, cut in half",False
regional,Cook our Chicken Biryani Recipe and fill your home with fragrant spices. Cumin and gingerroot are some of the spices in this Healthy Living chicken dish.,50.0,Chicken Biryani Recipe.jpg,"1 cup basmati rice, uncooked, rinsed, 1 Tbsp. olive oil, 1/2 tsp. cumin seed, 1 onion, finely chopped, 2 cloves garlic, minced, 1 tsp. minced gingerroot, 1/2 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 tsp. ground cumin, 1-3/4 cups chicken broth, 1/4 cup KRAFT Sun Dried Tomato Vinaigrette Dressing made with Extra Virgin Olive Oil, 1 tsp. garam masala, 1/2 tsp. ground turmeric, 1/4 tsp. ground red pepper (cayenne), 1/2 cup plain nonfat Greek-style yogurt","1 cup basmati rice, uncooked, rinsed, 1 Tbsp. olive oil, 1/2 tsp. cumin seed, 1 onion, finely chopped, 2 cloves garlic, minced, 1 tsp. minced gingerroot, 1/2 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 tsp. ground cumin, 1-3/4 cups chicken broth, 1/4 cup KRAFT Sun Dried Tomato Vinaigrette Dressing made with Extra Virgin Olive Oil, 1 tsp. garam masala, 1/2 tsp. ground turmeric, 1/4 tsp. ground red pepper (cayenne), 1/2 cup plain nonfat Greek-style yogurt",Asian Recipes,Chicken Biryani Recipe,"1 cup basmati rice, uncooked, rinsed, 1 Tbsp. olive oil, 1/2 tsp. cumin seed, 1 onion, finely chopped, 2 cloves garlic, minced, 1 tsp. minced gingerroot, 1/2 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 tsp. ground cumin, 1-3/4 cups chicken broth, 1/4 cup KRAFT Sun Dried Tomato Vinaigrette Dressing made with Extra Virgin Olive Oil, 1 tsp. garam masala, 1/2 tsp. ground turmeric, 1/4 tsp. ground red pepper (cayenne), 1/2 cup plain nonfat Greek-style yogurt",False
regional,"If Moo Shu Pork is your go-to on the take-out menu, why not try making it at home instead? This easy-to-follow recipe makes the result virtually foolproof.",35.0,Moo Shu Pork.jpg,"1-1/2 lb. boneless pork chop s, well trimmed, 1/2 cup KRAFT Original Barbecue Sauce, 2 Tbsp. grated gingerroot, divided, 1/4 cup KRAFT Zesty Italian Dressing, 1 onion, thinly sliced, 4 cups shredded napa cabbage, 1/2 lb. sliced fresh mushrooms, 2 cups fresh bean sprouts, 1 red pepper, cut into thin strips, 1/2 cup PLANTERS Dry Roasted Peanuts, chopped, 16 flour tortilla s (6 inch), warmed","1-1/2 lb. boneless pork chop s, well trimmed, 1/2 cup KRAFT Original Barbecue Sauce, 2 Tbsp. grated gingerroot, divided, 1/4 cup KRAFT Zesty Italian Dressing, 1 onion, thinly sliced, 4 cups shredded napa cabbage, 1/2 lb. sliced fresh mushrooms, 2 cups fresh bean sprouts, 1 red pepper, cut into thin strips, 1/2 cup PLANTERS Dry Roasted Peanuts, chopped, 16 flour tortilla s (6 inch), warmed",Asian Recipes,Moo Shu Pork,"1-1/2 lb. boneless pork chop s, well trimmed, 1/2 cup KRAFT Original Barbecue Sauce, 2 Tbsp. grated gingerroot, divided, 1/4 cup KRAFT Zesty Italian Dressing, 1 onion, thinly sliced, 4 cups shredded napa cabbage, 1/2 lb. sliced fresh mushrooms, 2 cups fresh bean sprouts, 1 red pepper, cut into thin strips, 1/2 cup PLANTERS Dry Roasted Peanuts, chopped, 16 flour tortilla s (6 inch), warmed",True
regional,Try making our Foil-Pack Shrimp Ramen Recipe for your next date night! Your partner will love the taste of the shrimp combined with sesame dressing.,36.0,Foil-Pack Shrimp Ramen Recipe.jpg,"1 pkg. (3 oz.) ramen noodle soup mix, any flavor, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 1 cup fat-free reduced-sodium vegetable broth, 6 oz. frozen uncooked cleaned medium shrimp, thawed, 1 cup broccoli florets, 1/2 cup coarsely chopped red pepper s, 2 Tbsp. PLANTERS Dry Roasted Peanuts, coarsely chopped","1 pkg. (3 oz.) ramen noodle soup mix, any flavor, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 1 cup fat-free reduced-sodium vegetable broth, 6 oz. frozen uncooked cleaned medium shrimp, thawed, 1 cup broccoli florets, 1/2 cup coarsely chopped red pepper s, 2 Tbsp. PLANTERS Dry Roasted Peanuts, coarsely chopped",Asian Recipes,Foil-Pack Shrimp Ramen Recipe,"1 pkg. (3 oz.) ramen noodle soup mix, any flavor, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 1 cup fat-free reduced-sodium vegetable broth, 6 oz. frozen uncooked cleaned medium shrimp, thawed, 1 cup broccoli florets, 1/2 cup coarsely chopped red pepper s, 2 Tbsp. PLANTERS Dry Roasted Peanuts, coarsely chopped",False
regional,Bring a taste of Asia to your kitchen with this Thai chicken recipe. The sugar snap peas complement the peanut sauce while adding color and crunch.,100.0,Thai Chicken with Sugar Snap Peas.jpg,"3/4 cup KRAFT Zesty Italian Dressing, divided, 1 lb. boneless skinless chicken breasts, cut into thin strips, 2 Tbsp. crunchy peanut butter, 2 Tbsp. honey, 2 Tbsp. lite soy sauce, 1/2 tsp. crushed red pepper, 1/2 lb. thin spaghetti, cooked, 1 pkg. (8 oz.) fresh sugar snap peas, rinsed","3/4 cup KRAFT Zesty Italian Dressing, divided, 1 lb. boneless skinless chicken breasts, cut into thin strips, 2 Tbsp. crunchy peanut butter, 2 Tbsp. honey, 2 Tbsp. lite soy sauce, 1/2 tsp. crushed red pepper, 1/2 lb. thin spaghetti, cooked, 1 pkg. (8 oz.) fresh sugar snap peas, rinsed",Asian Recipes,Thai Chicken with Sugar Snap Peas,"3/4 cup KRAFT Zesty Italian Dressing, divided, 1 lb. boneless skinless chicken breasts, cut into thin strips, 2 Tbsp. crunchy peanut butter, 2 Tbsp. honey, 2 Tbsp. lite soy sauce, 1/2 tsp. crushed red pepper, 1/2 lb. thin spaghetti, cooked, 1 pkg. (8 oz.) fresh sugar snap peas, rinsed",False
regional,Skip the take-out cartons and make a Chinese Orange Chicken Recipe at home! This sweet and sticky Chinese Orange Chicken Recipe takes less than 30 minutes.,29.0,Chinese Orange Chicken Recipe.jpg,"1 large navel orange, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 2 Tbsp. lite soy sauce, 2 Tbsp. sugar, 1/2 tsp. crushed red pepper, 1 lb. boneless skinless chicken thighs, cut into bite-size pieces, 1 Tbsp. minced gingerroot, 1 clove garlic, minced, 1 large red pepper, cut into bite-size pieces","1 large navel orange, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 2 Tbsp. lite soy sauce, 2 Tbsp. sugar, 1/2 tsp. crushed red pepper, 1 lb. boneless skinless chicken thighs, cut into bite-size pieces, 1 Tbsp. minced gingerroot, 1 clove garlic, minced, 1 large red pepper, cut into bite-size pieces",Asian Recipes,Chinese Orange Chicken Recipe,"1 large navel orange, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 2 Tbsp. lite soy sauce, 2 Tbsp. sugar, 1/2 tsp. crushed red pepper, 1 lb. boneless skinless chicken thighs, cut into bite-size pieces, 1 Tbsp. minced gingerroot, 1 clove garlic, minced, 1 large red pepper, cut into bite-size pieces",False
regional,Make a popular restaurant-style soup at home this evening with our Wonton Soup recipe. Fill wonton wrappers with a delicious pork and mushroom mixture to cook this delicious Wonton Soup in your own kitchen!,55.0,Wonton Soup.jpg,"4 green onions, divided, 1-1/2 cups sliced shiitake mushrooms, divided, 1 can (8 oz.) sliced water chestnuts, drained, divided, 1/2 lb. ground pork, 2 Tbsp. KRAFT Asian Toasted Sesame Dressing, 1 egg, separated, 32 won ton wrappers, 2 qt. (8 cups) fat-free reduced-sodium chicken broth","4 green onions, divided, 1-1/2 cups sliced shiitake mushrooms, divided, 1 can (8 oz.) sliced water chestnuts, drained, divided, 1/2 lb. ground pork, 2 Tbsp. KRAFT Asian Toasted Sesame Dressing, 1 egg, separated, 32 won ton wrappers, 2 qt. (8 cups) fat-free reduced-sodium chicken broth",Asian Recipes,Wonton Soup,"4 green onions, divided, 1-1/2 cups sliced shiitake mushrooms, divided, 1 can (8 oz.) sliced water chestnuts, drained, divided, 1/2 lb. ground pork, 2 Tbsp. KRAFT Asian Toasted Sesame Dressing, 1 egg, separated, 32 won ton wrappers, 2 qt. (8 cups) fat-free reduced-sodium chicken broth",False
regional,Become an expert at making these Teriyaki-Glazed Water Chestnuts with Bacon. Soon your family will be asking for these water chestnuts at every party.,22.0,Teriyaki-Glazed Water Chestnuts with Bacon.jpg,"1 pkg. (2.52 oz.) OSCAR MAYER Fully Cooked Bacon, 12 whole water chestnuts, 12 green pepper strips, 2 Tbsp. teriyaki baste & glaze sauce","1 pkg. (2.52 oz.) OSCAR MAYER Fully Cooked Bacon, 12 whole water chestnuts, 12 green pepper strips, 2 Tbsp. teriyaki baste & glaze sauce",Asian Recipes,Teriyaki-Glazed Water Chestnuts with Bacon,"1 pkg. (2.52 oz.) OSCAR MAYER Fully Cooked Bacon, 12 whole water chestnuts, 12 green pepper strips, 2 Tbsp. teriyaki baste & glaze sauce",False
regional,Combine thin strips of sirloin steak and veggies for this Szechuan Beef Stir-Fry. This elegant Szechuan Beef Stir-Fry cooks quickly and deliciously.,25.0,Szechuan Beef Stir-Fry.jpg,"1 boneless beef sirloin steak (1 lb.), well trimmed, 3 cloves garlic, minced, 1/4 tsp. crushed red pepper, 1/4 cup KRAFT Lite Asian Toasted Sesame Dressing, 2 Tbsp. hoisin sauce, 2 Tbsp. lite soy sauce, 2 tsp. cornstarch, 2 tsp. oil, 1 cup matchlike carrot sticks, 2 stalks celery, thinly sliced, 3 large green onion s, sliced","1 boneless beef sirloin steak (1 lb.), well trimmed, 3 cloves garlic, minced, 1/4 tsp. crushed red pepper, 1/4 cup KRAFT Lite Asian Toasted Sesame Dressing, 2 Tbsp. hoisin sauce, 2 Tbsp. lite soy sauce, 2 tsp. cornstarch, 2 tsp. oil, 1 cup matchlike carrot sticks, 2 stalks celery, thinly sliced, 3 large green onion s, sliced",Asian Recipes,Szechuan Beef Stir-Fry,"1 boneless beef sirloin steak (1 lb.), well trimmed, 3 cloves garlic, minced, 1/4 tsp. crushed red pepper, 1/4 cup KRAFT Lite Asian Toasted Sesame Dressing, 2 Tbsp. hoisin sauce, 2 Tbsp. lite soy sauce, 2 tsp. cornstarch, 2 tsp. oil, 1 cup matchlike carrot sticks, 2 stalks celery, thinly sliced, 3 large green onion s, sliced",False
regional,Get tasty curried chicken with Curried Chicken and Rice recipe! This flavorful Curried Chicken and Rice recipe can also be served chilled.,30.0,Curried Chicken and Rice.jpg,"1 Tbsp. oil, 1 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 clove garlic, minced, 1/2 cup fat-free reduced-sodium chicken broth, 1/4 cup chopped chutney, 3 Tbsp. raisins, 1-1/2 tsp. curry powder, 1 Tbsp. chopped fresh cilantro, 1/4 tsp. pepper, 3 cups hot cooked long-grain white rice, ""1/4 cup BAKERS ANGEL FLAKE Coconut""","1 Tbsp. oil, 1 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 clove garlic, minced, 1/2 cup fat-free reduced-sodium chicken broth, 1/4 cup chopped chutney, 3 Tbsp. raisins, 1-1/2 tsp. curry powder, 1 Tbsp. chopped fresh cilantro, 1/4 tsp. pepper, 3 cups hot cooked long-grain white rice, ""1/4 cup BAKERS ANGEL FLAKE Coconut""",Asian Recipes,Curried Chicken and Rice,"1 Tbsp. oil, 1 lb. boneless skinless chicken breast s, cut into bite-size pieces, 1 clove garlic, minced, 1/2 cup fat-free reduced-sodium chicken broth, 1/4 cup chopped chutney, 3 Tbsp. raisins, 1-1/2 tsp. curry powder, 1 Tbsp. chopped fresh cilantro, 1/4 tsp. pepper, 3 cups hot cooked long-grain white rice, ""1/4 cup BAKERS ANGEL FLAKE Coconut""",True
regional,Put sweet and savory deliciousness on the menu with Thai Peanut-Pineapple Fried Rice. Thai Peanut-Pineapple Fried Rice is ready to eat in 35 minutes.,35.0,Thai Peanut-Pineapple Fried Rice.jpg,"1/4 cup teriyaki sauce, 8 oz. firm tofu, cubed, 1 Tbsp. PLANTERS Peanut Oil, 1 red pepper, cut into strips, 1/2 cup green onion pieces (1 inch), 2-2/3 cups cooked long-grain brown rice, chilled, 1 can (8 oz.) pineapple tidbits in juice, drained, 1/2 cup PLANTERS COCKTAIL Peanuts, chopped","1/4 cup teriyaki sauce, 8 oz. firm tofu, cubed, 1 Tbsp. PLANTERS Peanut Oil, 1 red pepper, cut into strips, 1/2 cup green onion pieces (1 inch), 2-2/3 cups cooked long-grain brown rice, chilled, 1 can (8 oz.) pineapple tidbits in juice, drained, 1/2 cup PLANTERS COCKTAIL Peanuts, chopped",Asian Recipes,Thai Peanut-Pineapple Fried Rice,"1/4 cup teriyaki sauce, 8 oz. firm tofu, cubed, 1 Tbsp. PLANTERS Peanut Oil, 1 red pepper, cut into strips, 1/2 cup green onion pieces (1 inch), 2-2/3 cups cooked long-grain brown rice, chilled, 1 can (8 oz.) pineapple tidbits in juice, drained, 1/2 cup PLANTERS COCKTAIL Peanuts, chopped",False
regional,Turn up the flavor tonight with our foolproof Easy Chicken Skewers with Peanut Sauce. These easy chicken skewers are ready in under thirty minutes.,28.0,Easy Chicken Skewers with Peanut Sauce.jpg,"1/4 cup KRAFT Classic CATALINA Dressing, 3 Tbsp. creamy peanut butter, 1 Tbsp. soy sauce, 1 lb. boneless skinless chicken breast s, cut lengthwise into strips, 2 Tbsp. PLANTERS Dry Roasted Peanuts, chopped, 1 green onion, chopped","1/4 cup KRAFT Classic CATALINA Dressing, 3 Tbsp. creamy peanut butter, 1 Tbsp. soy sauce, 1 lb. boneless skinless chicken breast s, cut lengthwise into strips, 2 Tbsp. PLANTERS Dry Roasted Peanuts, chopped, 1 green onion, chopped",Asian Recipes,Easy Chicken Skewers with Peanut Sauce,"1/4 cup KRAFT Classic CATALINA Dressing, 3 Tbsp. creamy peanut butter, 1 Tbsp. soy sauce, 1 lb. boneless skinless chicken breast s, cut lengthwise into strips, 2 Tbsp. PLANTERS Dry Roasted Peanuts, chopped, 1 green onion, chopped",True
regional,"Stir up this version of a Chicken Lo Mein with chicken, crunchy peppers and a creamy smooth peanut sauce. This easy recipe is our version of a Chinese menu favorite.",25.0,Chicken Lo Mein.jpg,"1/2 lb. spaghetti, uncooked, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 1 lb. boneless skinless chicken breasts, cut into thin strips, 2 cloves garlic, minced, 1 pkg. (16 oz.) frozen bell pepper and onion strips, thawed, drained, 1/2 cup fat-free reduced-sodium chicken broth, 1 Tbsp. creamy peanut butter, 1/4 cup lite soy sauce, 2 Tbsp. chopped fresh cilantro, 2 Tbsp. chopped PLANTERS COCKTAIL Peanuts","1/2 lb. spaghetti, uncooked, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 1 lb. boneless skinless chicken breasts, cut into thin strips, 2 cloves garlic, minced, 1 pkg. (16 oz.) frozen bell pepper and onion strips, thawed, drained, 1/2 cup fat-free reduced-sodium chicken broth, 1 Tbsp. creamy peanut butter, 1/4 cup lite soy sauce, 2 Tbsp. chopped fresh cilantro, 2 Tbsp. chopped PLANTERS COCKTAIL Peanuts",Asian Recipes,Chicken Lo Mein,"1/2 lb. spaghetti, uncooked, 1/4 cup KRAFT Asian Toasted Sesame Dressing, 1 lb. boneless skinless chicken breasts, cut into thin strips, 2 cloves garlic, minced, 1 pkg. (16 oz.) frozen bell pepper and onion strips, thawed, drained, 1/2 cup fat-free reduced-sodium chicken broth, 1 Tbsp. creamy peanut butter, 1/4 cup lite soy sauce, 2 Tbsp. chopped fresh cilantro, 2 Tbsp. chopped PLANTERS COCKTAIL Peanuts",False
regional,"Speedy, low-fat, low-cal. Veggies and tender chicken in a sumptuous sauce is a family-pleaser any night of the week.",18.0,Easy Chicken Stir-Fry.jpg,"3 cups fresh stir-fry vegetables (green peppers, mushrooms, broccoli, carrots), 1 Tbsp. oil, 1 pkg. (6 oz.) OSCAR MAYER CARVING BOARD Flame Grilled Chicken Breast Strips, 1/4 cup stir-fry sauce, 1-1/2 cups hot cooked long-grain white rice","3 cups fresh stir-fry vegetables (green peppers, mushrooms, broccoli, carrots), 1 Tbsp. oil, 1 pkg. (6 oz.) OSCAR MAYER CARVING BOARD Flame Grilled Chicken Breast Strips, 1/4 cup stir-fry sauce, 1-1/2 cups hot cooked long-grain white rice",Asian Recipes,Easy Chicken Stir-Fry,"3 cups fresh stir-fry vegetables (green peppers, mushrooms, broccoli, carrots), 1 Tbsp. oil, 1 pkg. (6 oz.) OSCAR MAYER CARVING BOARD Flame Grilled Chicken Breast Strips, 1/4 cup stir-fry sauce, 1-1/2 cups hot cooked long-grain white rice",True
regional,"Marinate these steak skewers in steak sauce, soy sauce, garlic and ginger. These Teriyaki Steak Skewers are threaded with pineapples and red peppers.",86.0,Teriyaki Steak Skewers.jpg,"1/2 cup A.1. Original Sauce, 2 Tbsp. soy sauce, 2 Tbsp. packed brown sugar, 2 cloves garlic, minced, 1 tsp. ground ginger, 1 boneless beef sirloin steak (1 lb.), cut into thin strips, 2 red peppers, cut into bite-size pieces, 2 cups fresh pineapple chunks","1/2 cup A.1. Original Sauce, 2 Tbsp. soy sauce, 2 Tbsp. packed brown sugar, 2 cloves garlic, minced, 1 tsp. ground ginger, 1 boneless beef sirloin steak (1 lb.), cut into thin strips, 2 red peppers, cut into bite-size pieces, 2 cups fresh pineapple chunks",Asian Recipes,Teriyaki Steak Skewers,"1/2 cup A.1. Original Sauce, 2 Tbsp. soy sauce, 2 Tbsp. packed brown sugar, 2 cloves garlic, minced, 1 tsp. ground ginger, 1 boneless beef sirloin steak (1 lb.), cut into thin strips, 2 red peppers, cut into bite-size pieces, 2 cups fresh pineapple chunks",False
regional,"Thin strips of pork tenderloin, sliced fresh veggies and an easy-to-make sauce...they're all part of a Healthy Living dish that you could enjoy tonight!",30.0,Easy Chinese Stir-Fry.jpg,"1 tsp. oil, 1 lb. pork tenderloin, cut into thin strips, 3 carrot s, sliced, 1/3 cup KRAFT Balsamic Vinaigrette Dressing, 2 Tbsp. hoisin sauce, 2 green onions, thinly sliced","1 tsp. oil, 1 lb. pork tenderloin, cut into thin strips, 3 carrot s, sliced, 1/3 cup KRAFT Balsamic Vinaigrette Dressing, 2 Tbsp. hoisin sauce, 2 green onions, thinly sliced",Asian Recipes,Easy Chinese Stir-Fry,"1 tsp. oil, 1 lb. pork tenderloin, cut into thin strips, 3 carrot s, sliced, 1/3 cup KRAFT Balsamic Vinaigrette Dressing, 2 Tbsp. hoisin sauce, 2 green onions, thinly sliced",False
regional,"Saucy chicken breast strips, peanuts and brown rice come together for a Chicken Teriyaki recipe that takes just 10 minutes to prepare.",35.0,Easy Chicken Teriyaki Recipe.jpg,"1 Tbsp. oil, 1 lb. boneless skinless chicken breasts, cut into strips, 1-1/2 cups water, 1/3 cup teriyaki sauce, 1/2 tsp. garlic powder, 2 cups instant brown rice, uncooked, 2 cups frozen broccoli florets, 1/3 cup PLANTERS Salted Peanuts","1 Tbsp. oil, 1 lb. boneless skinless chicken breasts, cut into strips, 1-1/2 cups water, 1/3 cup teriyaki sauce, 1/2 tsp. garlic powder, 2 cups instant brown rice, uncooked, 2 cups frozen broccoli florets, 1/3 cup PLANTERS Salted Peanuts",Asian Recipes,Easy Chicken Teriyaki Recipe,"1 Tbsp. oil, 1 lb. boneless skinless chicken breasts, cut into strips, 1-1/2 cups water, 1/3 cup teriyaki sauce, 1/2 tsp. garlic powder, 2 cups instant brown rice, uncooked, 2 cups frozen broccoli florets, 1/3 cup PLANTERS Salted Peanuts",True
